Question,Answer,Answer Type,Reasoning Type,id
"What is the month (in number) of the date of death of Philibert I, Duke Of Savoy's mother?",8,number,Commonsense,0729da3c0bde11eba7f7acde48001122_8
"What is the date of death of Philibert I, Duke Of Savoy's mother?",23 August 1478,date,Original,0729da3c0bde11eba7f7acde48001122_8
"What is the month (in number) of Thomas Ashton, 3Rd Baron Ashton Of Hyde's father's birthday?",10,number,Commonsense,2fe34c7e0bde11eba7f7acde48001122_8
What is the date 7 years before the date of death of Duleep Singh's father?,1832-06-27,date,"Commonsense, Arithmetic",59d07e780bdc11eba7f7acde48001122_3
What is the date 7 years before when Richard Abel Smith's father died?,1986-01-24,date,"Commonsense, Arithmetic",8a6f3d2a0bdd11eba7f7acde48001122_3
"What is the date 9 years before the date of death of Louis I, Prince Of Monaco's wife?",1669-06-04,date,"Commonsense, Arithmetic",1dbbaa000bde11eba7f7acde48001122_3
"What is the date of death of Louis I, Prince Of Monaco's wife?",4 June 1678,date,Original,1dbbaa000bde11eba7f7acde48001122_3
What is the date one week after the date of birth of Dolores Gangotena's husband?,1912-02-07,date,"Commonsense, Arithmetic",f15dbb580bdb11eba7f7acde48001122_0
What is the date of birth of Dolores Gangotena's husband?,"January 31, 1912",date,Original,f15dbb580bdb11eba7f7acde48001122_0
"What is the date one week after the date of death of Eric I, Duke Of Schleswig's father?",1252-07-06,date,"Commonsense, Arithmetic",6defc6ac0bdc11eba7f7acde48001122_0
"What is the date of death of Eric I, Duke Of Schleswig's father?",29 June 1252,date,Original,6defc6ac0bdc11eba7f7acde48001122_0
"What is the date one week after Napier Sturt, 3Rd Baron Alington's father's birthday?",1859-08-27,date,"Commonsense, Arithmetic",965e667e0bdd11eba7f7acde48001122_0
How many days lay between Margarete Weißkirchner's husband's birthday and 11/05/2028?,211522,number,"Commonsense, Arithmetic",727f50cc0bda11eba7f7acde48001122_5
"How many days lay between Sunday, 30 August 2020 and the date of death of Charles Mills, 1St Baron Hillingdon's father?",54020,number,"Commonsense, Arithmetic",1c5985f60bde11eba7f7acde48001122_5
"What is the date of death of Charles Mills, 1St Baron Hillingdon's father?",4 October 1872,date,Original,1c5985f60bde11eba7f7acde48001122_5
"How many days lay between 19 Jul 2007 and when John Tufton, 2Nd Baron Hothfield's father died?",29482,number,"Commonsense, Arithmetic",db96156a0bd911eba7f7acde48001122_5
What is the year of when William Louis Of Anhalt-Harzgerode's father died?,1670,number,Commonsense,b87ae9080bdd11eba7f7acde48001122_8
What is the year of Margarete Weißkirchner's husband's birthday?,1449,number,Commonsense,727f50cc0bda11eba7f7acde48001122_8
What is the year of when John Hodgetts-Foley's father was born?,1747,number,Commonsense,e2f18f160bdd11eba7f7acde48001122_8
"What is the first name of William Hedges-White, 3Rd Earl Of Bantry's paternal grandfather?",Simon,string,Commonsense,5cb52f660bb011ebab90acde48001122_12
"What is the first name of the paternal grandfather of Ferdinand Maximilian, Hereditary Prince Of Baden-Baden?",Edward,string,Commonsense,0e6f6aa60bb011ebab90acde48001122_12
What is the first name of the father of the director of film A No-Hit No-Run Summer?,Félix,string,Commonsense,f89779580bdc11eba7f7acde48001122_12
"What is the date one month after the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?",1867-12-03,date,"Commonsense, Arithmetic",1dc6c4e60bdc11eba7f7acde48001122_0
What is the date one month after when Eduardo Frei Ruiz-Tagle's father died?,1982-02-22,date,"Commonsense, Arithmetic",4aa323fa0bdd11eba7f7acde48001122_0
"What is the date one month after when Humphrey De Bohun, 2Nd Earl Of Hereford's father died?",1220-07-01,date,"Commonsense, Arithmetic",fab2aa100bdb11eba7f7acde48001122_0
"The submission deadline is at 12 November 1997, 20:16, Anywhere on Earth (AoE). At what date and time is the deadline in the place of death of Joan Of Navarre, Queen Of England's mother?",1997-11-13 09:16,datetime,"Commonsense, Arithmetic",f1d1f07a0bdd11eba7f7acde48001122_1
"Where was the place of death of Joan Of Navarre, Queen Of England's mother?",Évreux,place,Original,f1d1f07a0bdd11eba7f7acde48001122_1
"The submission deadline is at 19 October 2020, 19:37, Anywhere on Earth (AoE). At what date and time is the deadline in where the director of film April Showers (1948 Film) died?",2020-10-20 00:37,datetime,"Commonsense, Arithmetic",c4a3fde40bda11eba7f7acde48001122_1
Where did the director of April Showers (1948 Film) die?,Encino,place,Original,c4a3fde40bda11eba7f7acde48001122_1
"The submission deadline is at 16 August 1986, 15:17, Anywhere on Earth (AoE). At what date and time is the deadline in the place of death of Musbah Bint Nasser's husband?",1986-08-17 06:17,datetime,"Commonsense, Arithmetic",71cc6f3a0bde11eba7f7acde48001122_1
What is the total number of letters in the first name of the maternal grandmother of Dakota Johnson?,5,number,"Commonsense, Arithmetic",5d41911e0baf11ebab90acde48001122_17
What is the total number of letters in the first name of the mother of the director of film The Monocle Laughs?,5,number,"Commonsense, Arithmetic",2a84a2920bdd11eba7f7acde48001122_17
"What is the total number of letters in the first name of Mary Tudor, Queen Of France's maternal grandmother?",9,number,"Commonsense, Arithmetic",bedf588e0baf11ebab90acde48001122_17
What is the date one month before the director of film War Italian Style 's birthday?,1927-04-17,date,"Commonsense, Arithmetic",6590ada60bdb11eba7f7acde48001122_2
What is the date one month before the date of death of the director of film Motherland Hotel?,2005-04-12,date,"Commonsense, Arithmetic",1d352a200bde11eba7f7acde48001122_2
What is the date of death of the director of film Motherland Hotel?,12 May 2005,date,Original,1d352a200bde11eba7f7acde48001122_2
"What is the date one month before when Humphrey De Bohun, 2Nd Earl Of Hereford's father died?",1220-05-01,date,"Commonsense, Arithmetic",fab2aa100bdb11eba7f7acde48001122_2
How many vowels are there in the last name of the paternal grandmother of Hieronim Augustyn Lubomirski?,3,number,"Commonsense, Arithmetic",ade9a5980baf11ebab90acde48001122_15
How many vowels are there in the last name of Abu Mansur Fulad Sutun's paternal grandfather?,3,number,"Commonsense, Arithmetic",7246ee5a0bb011ebab90acde48001122_15
How many vowels are there in the last name of the paternal grandfather of Baha Al-Dawla?,3,number,"Commonsense, Arithmetic",270c5b4c0baf11ebab90acde48001122_15
How many unique letters are there in the last name of the spouse of the director of film På Solsiden?,5,number,"Commonsense, Arithmetic",1bfdd2d20bda11eba7f7acde48001122_18
How many unique letters are there in the last name of the spouse of the director of film Bratuku Teruvu?,8,number,"Commonsense, Arithmetic",eb5e96420bda11eba7f7acde48001122_18
How many unique letters are there in the last name of Harriet Hemings's maternal grandfather?,6,number,"Commonsense, Arithmetic",e8f66e1e0baf11ebab90acde48001122_18
What is the reverse order of the letters in the first name of Eochaid Mac Fiachnai's paternal grandfather?,deá,string,"Symbolic, Commonsense",3a142e540baf11ebab90acde48001122_6
What is the reverse order of the letters in the first name of Viacheslav I Of Kiev's maternal grandfather?,dlorah,string,"Symbolic, Commonsense",b01b7cc40baf11ebab90acde48001122_6
What is the reverse order of the letters in the first name of the spouse of the director of film The Invisible Menace?,neeruam,string,"Symbolic, Commonsense",642b190c0bda11eba7f7acde48001122_6
What is the date 9 years after the date of death of Catherine Of Guelders's father?,1482-02-23,date,"Commonsense, Arithmetic",c1b9c0ac0bdd11eba7f7acde48001122_1
What is the date 6 years after when Henri De La Trémoille's father died?,1610-10-25,date,"Commonsense, Arithmetic",963fc3360bdd11eba7f7acde48001122_1
"What is the date 8 years after when Paolo Ruspoli, 5Th Marquis Of Boadilla Del Monte's father died?",1952-11-07,date,"Commonsense, Arithmetic",e67fed800bdd11eba7f7acde48001122_1
"How many times does the letter ""e"" appear in the last name of Geoffrey Russell, 4Th Baron Ampthill's paternal grandfather?",1,number,"Commonsense, Arithmetic",d7d277720baf11ebab90acde48001122_16
"How many times does the letter ""l"" appear in the last name of the paternal grandfather of Kerry Earnhardt?",0,number,"Commonsense, Arithmetic",8762e83a0baf11ebab90acde48001122_16
"How many times does the letter ""w"" appear in the last name of the paternal grandmother of Hieronim Augustyn Lubomirski?",0,number,"Commonsense, Arithmetic",ade9a5980baf11ebab90acde48001122_16
What is the date 7 weeks after Octavius Vernon Harcourt's father's birthday?,1757-11-28,date,"Commonsense, Arithmetic",f09b5e4e0bdd11eba7f7acde48001122_1
When is Octavius Vernon Harcourt's father's birthday?,10 October 1757,date,Original,f09b5e4e0bdd11eba7f7acde48001122_1
What is the date 8 weeks after when Duchess Marie Gabrielle In Bavaria's mother was born?,1857-05-14,date,"Commonsense, Arithmetic",03e822b00bda11eba7f7acde48001122_1
What is the date 10 weeks after the date of death of Carlo I Cybo-Malaspina's father?,1607-01-25,date,"Commonsense, Arithmetic",1a0c2a800bdc11eba7f7acde48001122_1
How many repeated letters are there in the last name of the spouse of the director of film På Solsiden?,2,number,"Commonsense, Arithmetic",1bfdd2d20bda11eba7f7acde48001122_5
How many repeated letters are there in the last name of Eva Chamberlain's maternal grandmother?,0,number,"Commonsense, Arithmetic",5569eb4e0baf11ebab90acde48001122_5
How many repeated letters are there in the last name of the paternal grandfather of Baha Al-Dawla?,2,number,"Commonsense, Arithmetic",270c5b4c0baf11ebab90acde48001122_5
What is the date 3 days after the date of death of the director of film Nallavan Vazhvan?,1992-09-06,date,"Commonsense, Arithmetic",3009165e0bdc11eba7f7acde48001122_1
What is the date of death of the director of film Nallavan Vazhvan?,3 September 1992,date,Original,3009165e0bdc11eba7f7acde48001122_1
What is the date 6 days after when Prince Nikolai Of Denmark's mother was born?,1964-07-06,date,"Commonsense, Arithmetic",be1e5c620bda11eba7f7acde48001122_1
What is the date 9 days after the date of birth of Ernest Courant's father?,1888-01-17,date,"Commonsense, Arithmetic",e69a92060bd911eba7f7acde48001122_1
What is the date of birth of Ernest Courant's father?,"January 8, 1888",date,Original,e69a92060bd911eba7f7acde48001122_1
What is the difference between when the publisher of Qst was founded and the year 2024?,110,number,Arithmetic,20c85b260bde11eba7f7acde48001122_2
What is the difference between when the publisher of Hürriyet Daily News was founded and the year 2024?,27,number,Arithmetic,ccddfdfc0bda11eba7f7acde48001122_2
